Study_Hours,Attendance,Previous_Marks,Assignment,Final_Score
1.7,82,44,67,56.9
8.7,72,68,63,73.5
6.1,90,71,89,79.4
1.6,83,90,80,72.2
9.6,66,33,72,64.2
5.2,74,53,51,59.3
0.7,91,32,49,52.6
6.3,55,30,46,44.2
2.5,80,42,85,62.6
8.0,54,83,97,80.2
8.2,89,69,40,68.3
9.8,89,40,54,69.3
5.0,79,71,93,80.5
4.5,54,33,40,41.2
7.5,61,54,84,67.6
1.3,56,65,59,58.3
5.5,94,93,94,83.5
5.5,62,73,41,60.2
0.9,98,69,42,64.0
4.2,53,74,75,63.2
8.5,99,37,55,74.1
8.6,91,64,93,84.1
1.0,52,73,68,60.0
0.9,61,47,83,57.0
2.6,50,76,96,70.2
8.7,76,54,75,71.4
1.3,92,70,93,69.9
7.2,99,34,83,73.1
1.0,62,93,78,62.5
6.2,66,91,91,78.2
3.6,57,32,93,53.9
7.9,81,66,42,65.3
2.3,69,70,76,68.0
6.4,100,49,83,75.0
2.4,66,96,51,71.1
7.1,83,69,98,80.6
8.7,84,37,97,67.2
1.3,84,34,59,50.3
8.7,87,54,62,73.4
5.9,91,68,61,67.8
1.3,73,66,71,60.3
4.3,67,34,46,50.7
1.6,99,37,61,57.5
7.0,95,33,83,68.0
7.6,97,70,41,75.5
1.1,88,89,53,67.3
5.1,82,83,94,77.5
8.1,98,51,55,73.2
9.4,72,48,63,69.2
5.1,74,97,46,71.0
9.5,86,62,43,67.7
5.4,76,51,91,66.2
3.9,50,94,99,72.2
8.5,70,40,76,60.9
4.9,98,45,85,70.1
4.7,59,97,80,75.5
4.9,80,73,44,66.5
8.5,93,38,41,62.3
8.3,74,91,44,74.1
4.0,69,44,100,64.2
3.3,51,35,42,39.1
4.9,97,30,81,64.7
5.7,64,49,47,57.6
2.4,77,65,65,55.6
7.9,62,31,49,48.6
4.9,99,99,100,90.3
3.3,63,31,73,48.1
1.1,99,32,85,63.5
2.4,51,36,98,49.6
9.5,83,93,75,89.4
3.1,84,70,92,79.6
1.7,86,83,51,66.7
4.6,74,70,59,63.0
3.1,97,34,68,63.7
0.4,64,92,53,59.7
3.2,61,30,87,51.3
5.4,58,54,44,52.9
5.5,80,75,97,74.3
3.6,63,44,87,57.0
4.5,78,98,66,73.7
9.7,97,46,100,82.1
3.8,92,50,43,54.2
2.6,87,82,68,68.8
2.4,91,84,42,65.1
4.6,57,39,72,55.1
7.6,97,86,69,83.6
2.1,52,94,75,70.5
7.1,51,66,48,55.0
0.2,65,36,40,43.3
4.2,68,69,87,71.8
7.8,79,79,62,75.1
3.4,90,30,42,52.0
5.6,65,49,71,61.2
2.0,80,60,63,58.0
7.4,77,97,45,77.5
0.5,53,41,52,42.2
8.5,59,51,88,64.2
2.0,100,30,54,59.0
8.7,94,30,97,74.2
3.5,67,32,92,58.1
7.2,96,50,69,64.4
3.2,81,42,51,54.2
9.1,79,90,100,93.1
1.3,85,42,79,57.9
1.8,58,62,98,59.3
4.9,85,35,87,66.5
0.8,78,54,74,54.1
2.0,65,52,67,56.6
9.4,77,55,99,77.9
9.8,70,33,43,56.5
3.8,96,64,46,72.2
9.2,51,54,86,67.6
5.4,95,49,82,67.9
2.7,84,30,55,52.3
7.0,77,97,61,80.2
6.6,85,52,85,66.2
9.9,80,51,94,77.6
2.7,82,91,84,71.7
6.7,72,30,80,60.8
0.5,90,88,64,74.8
1.1,66,97,89,71.6
0.0,95,48,42,53.7
10.0,98,59,91,85.7
8.0,50,30,61,52.3
7.9,91,77,70,80.1
5.1,72,48,76,56.6
3.0,97,81,61,73.7
1.5,76,51,66,55.0
2.8,74,79,95,70.5
3.8,81,95,41,69.3
7.6,68,35,61,57.9
5.4,73,93,96,76.6
0.8,52,50,92,53.6
0.2,61,48,56,51.0
1.0,84,66,87,64.5
4.1,64,92,100,78.5
9.3,66,58,95,71.3
6.4,99,89,59,85.6
8.0,81,63,63,73.1
4.7,56,30,84,51.3
3.6,68,77,70,67.1
1.1,56,50,91,52.1
8.8,54,63,82,63.3
7.8,89,55,47,66.4
1.7,70,65,96,64.7
5.1,97,52,92,76.0
4.9,97,76,44,65.2
6.3,100,73,41,69.9
9.5,96,49,96,86.3
5.8,56,56,98,71.1
5.4,86,90,43,76.7
0.5,72,66,74,67.4
0.6,60,81,73,60.3
1.9,59,91,42,50.0
0.3,70,95,87,75.0
7.4,90,53,59,65.5
7.2,82,41,48,65.9
1.4,69,45,45,47.7
8.4,82,65,97,85.8
1.5,89,31,86,59.4
3.0,84,91,44,66.0
2.5,83,93,100,83.7
3.7,85,58,80,70.0
2.5,76,60,95,64.9
4.9,68,44,77,60.1
4.1,92,84,74,75.7
9.9,54,62,94,73.7
0.6,78,81,70,65.9
1.4,59,49,52,47.9
0.5,89,67,65,63.9
6.3,62,32,61,51.8
0.5,78,83,71,67.9
8.4,54,95,99,79.7
5.1,61,47,54,58.5
5.3,62,36,50,49.8
5.6,71,64,55,65.2
1.7,89,89,86,75.9
2.0,64,53,95,60.5
3.2,62,68,99,71.3
5.9,50,41,45,49.7
2.1,87,82,85,74.7
1.2,92,93,50,64.4
9.7,94,33,97,75.3
0.2,50,34,91,48.0
8.0,60,45,49,53.7
7.9,92,56,55,66.2
3.0,89,33,51,56.4
1.4,71,77,46,57.4
1.5,84,37,78,63.4
7.0,100,75,66,79.0
6.4,93,73,63,75.7
7.8,55,96,89,77.5
9.4,77,81,54,79.5
6.9,80,63,98,76.9
1.6,57,91,45,57.4
2.4,54,50,58,46.5
8.4,91,53,47,68.7
2.1,97,73,91,75.9
0.7,93,70,86,68.6
7.0,66,58,75,66.4
4.0,87,35,89,67.1
9.2,58,85,52,74.6
6.5,59,43,93,64.3
0.9,69,79,93,67.4
9.5,63,81,72,76.8
2.6,63,30,71,49.1
3.4,75,41,67,56.8
4.0,78,53,79,65.1
0.5,98,66,90,73.9
5.0,76,99,88,83.7
1.2,74,32,49,45.8
4.0,65,56,72,70.9
3.5,85,82,40,68.1
7.7,83,46,60,59.1
8.0,65,44,44,54.7
1.5,82,68,40,57.2
3.7,52,33,92,55.8
3.7,72,46,94,70.0
1.5,60,40,60,45.1
8.0,97,41,64,72.8
7.1,67,61,59,64.4
1.9,96,56,84,70.4
3.7,90,73,48,70.0
1.1,93,72,55,59.8
6.3,78,78,67,74.6
1.2,99,72,79,77.8
9.9,54,32,85,58.7
7.8,73,58,100,76.0
3.9,78,64,88,72.5
5.8,78,77,100,74.3
9.1,75,68,75,76.3
5.5,89,53,78,69.6
1.7,52,49,88,59.1
3.8,51,44,99,56.7
8.4,74,47,63,64.6
6.4,68,89,55,68.1
6.5,89,70,53,70.4
8.7,51,98,87,77.3
8.9,68,40,98,69.2
9.2,50,85,73,69.1
0.9,76,47,63,52.0
5.4,94,41,86,67.9
7.4,98,45,50,65.1
7.6,84,56,84,74.0
6.1,90,46,75,59.9
1.7,54,60,95,60.9
8.0,87,64,40,71.0
7.2,53,56,86,67.3
0.9,66,61,51,49.5
4.6,70,46,60,59.8
1.7,97,40,48,53.3
3.4,80,30,78,58.4
0.2,97,78,42,56.0
4.0,71,70,55,63.9
5.5,60,49,43,51.7
6.2,83,100,65,80.9
6.6,98,66,94,82.7
8.4,64,45,85,72.1
2.2,99,68,93,79.2
1.2,59,74,52,56.9
8.5,87,93,100,93.4
1.6,81,76,59,70.2
9.7,97,52,58,73.1
8.4,80,61,66,67.3
5.0,86,78,41,72.1
9.8,93,48,49,67.8
1.0,77,96,99,79.6
3.0,80,68,64,66.5
6.4,55,89,58,65.1
3.5,63,40,54,45.4
9.3,72,78,78,81.6
0.7,65,44,86,59.0
5.5,74,90,88,81.3
5.9,88,72,63,73.8
6.5,51,44,55,47.8
2.6,87,34,56,53.1
3.6,90,58,99,78.3
8.4,88,91,55,77.8
1.9,83,89,57,69.2
8.3,100,98,88,95.2
5.6,89,51,43,62.7
7.6,92,42,41,58.8
7.1,74,79,88,78.3
2.1,85,76,88,76.0
5.7,65,58,70,68.5
8.7,67,46,41,56.5
4.3,62,49,93,64.3
9.7,86,35,41,57.6
4.5,76,51,100,69.2
1.4,83,38,54,50.4
3.9,60,61,100,73.0
9.5,50,62,99,74.8
3.2,62,99,99,78.1
8.7,79,78,87,76.2
8.8,54,59,82,68.5
3.5,67,45,68,56.8
0.8,63,94,73,65.9
7.2,62,43,79,62.3
3.1,81,85,71,77.6
7.8,56,66,60,66.2
4.4,57,78,69,61.7
4.9,99,79,63,82.3
7.8,56,65,83,66.3
3.8,98,81,53,77.5
4.4,65,52,67,56.3
3.8,92,95,53,74.5
3.7,80,100,95,76.9
5.3,100,74,83,82.4
8.1,76,57,73,64.4
3.6,82,49,53,58.6
5.2,78,78,94,76.9
6.7,57,86,64,67.7
2.7,82,88,51,69.0
2.8,90,55,95,73.9
9.3,68,48,100,77.7
7.2,70,42,80,60.9
5.8,90,91,100,87.0
6.5,70,43,79,63.2
0.3,74,40,59,51.2
6.2,91,96,87,88.9
5.1,72,41,81,59.3
5.5,60,64,46,60.5
3.6,82,68,54,65.1
0.8,69,61,96,69.6
1.9,74,43,48,51.0
9.5,75,94,43,69.7
4.1,89,56,70,64.7
4.7,61,89,62,67.0
0.5,81,72,45,55.4
0.4,82,94,67,67.5
7.2,59,84,51,72.1
5.4,53,64,86,60.9
5.1,64,61,90,66.0
2.4,100,48,97,72.5
7.4,55,68,61,59.4
1.7,76,49,63,55.3
1.9,54,57,73,47.3
4.6,54,32,99,55.8
2.9,67,61,58,53.8
2.5,77,87,63,67.7
6.5,84,83,59,74.4
6.5,71,71,91,79.2
8.2,83,44,73,66.9
4.2,53,91,86,77.4
0.7,67,60,66,56.3
2.7,90,90,97,79.5
9.8,100,55,83,82.4
6.0,75,98,68,81.6
7.1,91,86,40,70.5
0.1,71,49,94,65.4
5.2,96,95,85,87.9
0.4,82,50,75,55.5
5.7,92,89,93,84.5
9.2,63,92,95,82.8
9.7,80,80,82,86.4
5.4,59,68,78,62.2
4.6,100,40,84,74.5
9.5,73,86,85,86.6
6.7,70,32,46,57.2
0.6,97,66,93,73.3
4.7,57,54,82,64.5
2.4,81,50,59,56.9
4.7,80,71,59,70.2
4.6,83,30,64,57.0
5.8,72,52,82,71.8
3.6,74,53,60,59.3
1.6,56,76,48,51.5
5.0,68,36,66,59.8
8.3,56,67,67,66.7
6.6,96,76,64,76.0
3.4,57,64,75,58.4
9.4,63,91,73,75.8
9.1,50,32,41,44.2
2.1,62,49,96,59.2
0.4,52,73,48,50.7
7.4,77,61,58,65.9
8.3,87,55,54,57.2
9.7,100,77,92,86.0
8.9,64,34,60,60.6
6.0,85,88,89,82.8
5.3,52,90,55,59.2
0.3,53,78,41,48.9
2.5,54,59,65,54.2
4.6,99,46,83,74.0
6.3,75,99,68,76.6
5.6,74,87,72,76.6
7.4,59,92,73,74.6
2.8,57,90,85,68.4
5.6,61,92,66,73.5
0.9,52,44,46,38.8
4.1,76,30,88,62.8
7.5,99,42,54,63.6
6.9,72,77,56,67.4
9.9,89,63,48,71.3
2.8,82,59,52,59.1
5.0,63,48,71,50.9
3.3,72,93,41,65.0
4.4,80,95,98,78.1
8.6,62,86,71,75.5
6.8,61,73,86,72.8
8.8,84,41,59,68.4
2.0,67,69,82,60.3
8.7,70,53,58,65.2
0.6,94,40,85,62.2
8.9,96,95,66,85.4
3.3,91,30,75,56.8
3.1,50,87,98,70.6
5.1,87,57,69,72.1
9.4,90,97,50,82.0
0.5,91,88,55,71.9
3.5,96,100,94,91.0
8.6,58,51,65,55.4
4.0,72,58,69,59.6
2.0,63,98,41,59.9
4.2,60,74,73,68.8
3.9,56,99,80,72.2
9.2,80,46,61,70.7
7.6,73,68,98,77.8
5.1,75,69,70,72.2
9.9,79,57,94,80.5
4.7,83,31,92,63.9
0.6,95,56,100,74.7
2.6,87,50,60,58.5
4.4,54,36,75,58.4
1.6,54,90,79,60.9
9.5,68,81,62,73.1
7.7,100,77,65,81.2
2.7,87,48,57,56.5
5.9,77,41,54,58.9
7.2,75,100,73,81.2
9.4,91,31,61,67.0
8.8,72,46,67,62.7
5.2,95,32,82,63.3
7.7,98,50,88,77.9
5.6,79,80,46,69.8
5.5,52,39,79,60.9
1.1,77,84,81,64.8
1.3,82,65,63,61.2
5.3,91,80,74,79.1
2.7,52,46,52,47.5
0.2,54,90,94,63.4
7.2,68,42,88,63.7
0.3,91,94,52,68.9
6.0,97,77,70,86.7
5.4,50,99,98,80.1
9.7,87,76,58,79.0
4.8,58,39,68,45.3
0.6,54,86,61,54.3
5.5,95,42,80,65.7
8.4,91,90,60,83.0
10.0,83,87,100,90.5
4.3,86,97,55,73.2
3.2,82,58,69,65.1
9.1,74,45,44,55.8
1.9,91,92,80,75.3
6.2,78,76,99,80.0
4.1,74,72,80,75.5
0.4,58,52,45,47.6
3.5,52,59,60,54.8
2.7,64,86,81,68.0
6.9,53,59,89,66.1
9.5,94,96,50,87.4
2.7,87,85,63,76.8
8.1,69,53,67,64.8
0.6,98,37,95,66.4
5.4,72,73,54,67.8
0.7,86,63,78,66.5
9.3,96,64,85,79.3
7.7,57,79,79,69.8
6.6,86,46,90,74.2
8.2,94,31,86,69.7
6.5,82,83,58,79.1
9.7,82,73,89,82.4
7.1,56,78,56,60.9
9.2,71,31,42,58.1
5.2,54,99,42,63.1
1.2,95,38,78,60.3
5.3,64,30,67,55.5
1.3,70,98,70,66.8
5.9,74,38,81,63.0
4.8,66,43,96,60.3
6.2,99,56,99,80.8
0.1,56,38,88,45.4
1.9,99,65,86,71.1
4.9,68,32,47,51.8
9.5,56,52,56,64.5
3.8,89,59,74,66.0
4.2,94,48,75,65.0
7.1,99,96,66,86.0
6.0,73,79,79,72.0
3.0,60,77,84,69.4
4.1,90,32,72,56.6
2.2,50,95,99,69.6
9.7,81,56,89,83.3
1.3,89,69,50,63.0
3.7,93,47,60,64.3
0.3,51,56,45,43.2
2.2,64,40,87,51.9
7.8,70,68,60,72.8
2.0,73,48,100,64.9
0.8,99,36,90,67.0
4.7,66,86,97,76.1
0.1,96,31,94,61.7
0.8,58,67,67,54.3
8.1,84,34,56,62.1
7.7,69,65,57,64.6
9.2,68,97,50,73.1
8.5,67,86,85,79.4
6.8,69,49,83,68.0
0.5,79,34,64,54.2
7.8,89,53,69,67.6
8.5,50,59,91,70.8
8.0,73,57,95,72.6
5.1,73,82,64,67.1
2.3,96,80,46,64.9
8.5,68,36,88,73.7
7.3,79,71,76,77.1
9.8,75,64,93,76.2
1.6,91,63,85,68.1
2.3,93,83,66,68.6
2.1,87,58,95,66.5
7.9,78,39,65,59.2
1.9,62,56,52,48.1
0.7,53,42,63,47.5
10.0,94,71,100,92.7
0.2,66,66,51,50.0
8.4,82,90,53,76.1
3.7,54,50,96,63.2
8.4,77,32,48,57.4
5.5,73,37,70,59.9
9.0,66,99,43,72.2
9.3,99,46,93,85.2
0.1,88,39,58,57.9
0.8,97,42,40,55.0
2.5,89,41,68,58.0
6.7,93,95,84,83.5
8.9,95,52,45,73.9
4.6,100,94,40,76.1
6.1,60,81,64,67.8
1.9,61,90,66,66.8
8.0,62,55,61,62.5
9.7,57,44,56,58.0
2.7,50,51,98,65.5
4.9,58,94,68,73.6
0.9,77,55,42,56.4
5.6,51,50,56,57.4
5.0,63,53,41,46.6
1.4,62,45,71,54.5
4.4,97,61,61,70.8
3.3,51,45,78,51.5
5.2,53,71,72,71.9
5.9,61,61,97,70.1
0.1,97,79,92,74.4
7.6,59,70,61,65.0
7.1,52,53,86,65.6
3.7,53,42,43,46.1
0.5,55,39,77,46.7
7.5,72,71,92,79.7
9.6,54,70,52,64.6
2.4,99,32,100,67.1
3.2,52,84,98,69.5
1.8,59,45,62,46.0
5.8,92,73,52,68.3
1.5,68,59,59,52.0
3.6,63,66,72,54.9
7.0,70,89,73,77.4
5.6,92,53,77,68.1
3.9,77,55,68,61.2
4.2,70,87,97,76.7
5.6,85,38,100,67.4
0.1,73,90,71,65.6
0.8,87,48,50,54.4
8.8,66,57,57,62.3
0.8,71,36,84,51.5
7.1,68,74,60,66.4
9.2,94,92,51,85.2
2.7,59,66,91,62.6
3.7,60,45,78,57.1
5.7,87,34,59,58.1
8.8,51,58,46,57.1
9.4,82,81,66,82.1
7.4,92,52,95,75.4
0.9,80,35,46,54.0
6.7,97,65,41,70.0
4.1,84,86,82,78.3
4.7,86,62,72,66.3
0.5,96,78,60,69.9
1.9,96,70,68,74.7
7.9,85,84,71,78.0
4.5,72,55,84,62.9
3.0,85,66,51,62.7
3.8,89,46,52,56.2
8.5,88,61,78,75.7
7.5,75,57,83,74.1
2.7,74,54,88,69.8
1.2,66,76,98,71.5
2.5,64,51,79,55.4
9.2,86,90,42,76.3
5.8,94,73,78,77.3
5.3,53,49,90,61.4
6.0,71,79,91,79.3
3.7,66,76,47,57.4
8.1,71,76,85,84.0
5.2,66,80,85,69.8
1.2,63,84,41,53.6
1.3,63,68,45,50.1
5.4,66,43,87,69.9
9.4,57,98,97,89.7
3.1,83,76,80,69.9
8.7,75,50,97,73.4
7.6,94,44,96,76.6
2.5,79,30,92,58.0
0.4,71,39,54,49.7
1.0,65,52,90,60.6
7.3,79,47,86,70.8
2.0,65,87,93,74.3
3.7,87,81,51,70.0
5.0,73,75,80,73.9
7.3,85,42,87,71.3
1.1,84,46,71,63.6
4.1,55,96,45,63.0
4.9,53,90,91,72.5
5.4,67,94,99,83.6
8.2,55,82,66,71.6
1.7,75,34,86,56.7
8.1,86,61,52,64.3
6.9,76,74,92,82.6
5.6,90,85,62,80.1
7.0,60,34,49,48.4
4.1,87,63,53,65.7
1.4,65,90,100,72.0
6.7,68,91,42,69.8
5.2,92,98,51,81.0
6.4,64,92,64,72.0
3.4,75,73,40,61.6
9.1,90,57,71,71.2
5.9,80,99,63,75.7
0.9,68,42,92,60.0
4.5,100,72,87,78.2
7.6,73,59,81,68.7
7.9,58,55,48,55.6
4.9,72,92,89,75.6
8.9,53,86,40,68.1
2.7,59,93,81,73.1
4.1,58,78,78,64.2
9.0,68,81,49,67.1
9.0,64,92,83,80.7
6.9,100,42,82,69.9
8.6,83,74,80,82.1
0.9,91,75,69,68.4
8.6,68,70,44,64.3
3.2,98,75,98,84.3
1.8,70,30,43,40.6
2.4,83,97,91,79.1
4.2,100,41,99,69.7
2.5,66,64,84,59.6
3.2,67,62,47,52.5
1.3,66,87,55,59.2
3.0,51,64,40,46.2
5.7,100,75,88,82.8
4.4,50,95,54,63.3
3.5,92,73,63,65.8
7.5,59,55,54,61.3
8.9,86,71,89,78.2
7.6,97,59,97,77.2
3.3,54,61,45,53.8
7.4,61,65,41,55.9
1.5,85,48,44,54.3
1.3,80,51,90,62.0
3.5,87,94,78,76.0
8.1,100,86,80,84.4
2.5,58,40,73,52.5
0.6,93,55,78,62.0
1.3,75,77,71,68.6
8.6,64,48,68,58.9
6.3,65,41,68,62.6
2.5,62,96,63,60.7
5.6,74,85,85,78.1
5.3,79,47,97,66.4
6.6,56,34,70,49.6
2.3,53,53,63,50.7
8.6,92,67,94,86.2
3.1,89,96,54,73.1
6.9,87,99,51,78.8
0.2,79,81,59,63.6
3.7,59,68,43,56.3
3.5,79,88,97,84.6
5.4,88,55,52,61.8
0.7,56,94,100,72.5
7.9,85,77,80,78.7
2.2,84,82,83,73.3
6.8,73,38,49,57.8
8.0,88,34,80,69.2
5.6,85,90,92,81.7
7.4,94,50,62,70.1
6.6,69,92,46,70.8
3.6,98,49,96,75.3
8.1,81,87,51,78.7
2.9,88,74,87,80.1
5.7,98,51,54,66.8
7.5,75,92,46,69.5
3.8,75,59,47,58.6
3.0,85,92,46,65.1
4.6,92,73,82,82.6
8.2,84,96,43,75.3
9.3,92,87,99,95.4
5.5,84,94,89,84.8
6.6,61,65,90,71.0
9.0,82,35,46,55.4
1.0,85,66,98,68.9
2.3,63,84,98,70.9
7.1,82,88,84,81.5
8.2,95,67,80,81.2
8.6,94,54,100,80.3
4.2,94,62,69,71.7
0.9,73,42,98,60.1
4.4,64,67,57,62.1
2.3,80,87,69,66.4
2.9,66,49,46,52.7
7.7,61,46,91,71.3
0.8,71,53,87,59.6
8.3,72,55,62,69.6
4.3,75,69,99,74.3
6.0,63,61,76,63.9
0.9,61,66,46,51.6
3.4,99,89,77,85.4
0.9,53,86,68,64.5
9.6,95,87,73,82.7
8.1,100,96,99,92.6
4.6,62,51,78,60.0
2.2,67,87,92,70.4
9.3,92,78,80,86.1
3.4,77,78,84,72.3
1.6,87,71,100,73.5
5.6,90,69,98,86.6
9.4,93,100,88,96.4
0.0,68,75,88,67.1
2.4,95,51,86,66.5
9.4,96,50,57,72.0
1.7,92,80,95,77.5
1.1,87,43,86,62.5
5.7,95,38,82,67.6
8.6,52,47,64,61.4
4.8,68,42,66,60.7
9.9,69,46,66,68.2
6.8,74,54,51,61.0
0.7,60,83,62,58.3
9.9,66,45,56,65.4
4.1,98,53,83,73.1
2.9,84,52,46,58.3
5.6,63,70,100,74.2
3.0,88,62,63,63.1
0.9,68,71,46,59.2
0.0,52,77,68,63.1
4.5,83,47,99,69.2
8.4,98,92,92,92.4
5.7,90,40,67,63.2
10.0,71,53,62,65.7
2.9,87,90,49,71.4
2.8,76,93,55,66.9
1.6,70,65,82,60.5
1.6,90,82,87,77.1
2.9,80,76,73,66.7
7.9,76,81,64,73.1
9.1,86,86,41,73.4
9.8,51,52,89,69.2
2.3,96,88,44,69.9
8.8,58,98,53,67.7
3.3,68,85,70,69.2
1.1,91,71,79,67.6
8.7,85,47,45,68.5
6.4,59,100,67,67.8
1.6,89,62,48,60.9
4.3,94,32,45,57.8
2.9,88,57,92,67.2
7.4,56,30,56,50.0
4.5,53,92,79,70.3
9.9,64,76,74,74.9
0.5,61,66,51,53.1
3.6,97,77,84,79.0
4.8,55,48,57,54.7
5.0,58,43,94,62.3
3.2,84,96,82,79.6
7.3,57,94,73,73.7
8.7,56,55,85,68.4
9.4,53,39,40,56.9
8.1,62,99,98,84.6
8.5,68,72,54,64.4
5.5,56,99,100,83.0
8.3,59,88,57,77.0
3.0,74,32,61,53.3
4.0,93,34,57,64.2
3.2,84,66,88,72.2
4.7,74,81,40,72.4
2.9,78,95,85,73.0
9.6,61,92,59,74.6
3.1,100,36,95,71.0
1.0,96,82,93,75.8
5.3,89,35,87,70.4
0.6,61,36,75,50.3
1.1,55,73,93,62.7
2.2,59,47,77,55.6
4.6,51,83,64,63.8
4.3,94,58,55,67.8
8.0,74,54,59,64.4
7.4,56,92,77,68.1
4.3,89,97,86,86.3
3.3,72,42,97,63.3
3.2,97,61,72,67.8
7.7,60,56,46,56.8
0.5,85,80,62,65.2
0.1,98,63,50,56.5
8.0,97,57,72,73.5
4.8,100,59,79,74.3
1.3,72,38,85,55.7
2.4,92,42,44,51.9
9.3,56,93,84,75.8
8.6,76,67,86,74.7
7.1,62,51,80,65.4
4.8,100,60,47,65.0
5.2,66,71,90,74.0
9.8,81,91,56,83.7
9.7,75,93,90,92.6
2.2,71,38,57,52.1
8.1,62,73,89,76.2
2.0,61,92,66,69.5
2.1,56,69,70,54.5
6.8,50,70,43,58.8
4.1,82,79,41,67.5
9.3,63,49,95,71.3
0.9,96,99,44,73.3
5.1,92,71,56,69.6
9.2,90,62,93,82.7
9.0,66,92,99,86.8
1.6,53,86,78,64.6
3.7,100,94,71,77.3
6.2,88,81,68,75.4
1.6,50,35,55,41.8
9.7,90,36,40,63.5
9.1,94,38,100,80.3
1.7,73,90,51,64.2
1.2,83,63,58,63.4
0.9,83,64,48,56.5
9.1,73,49,87,74.6
1.9,64,87,100,72.8
4.2,66,89,46,61.5
4.5,62,83,69,75.3
6.0,56,64,100,71.5
0.7,58,76,54,49.3
2.3,93,75,83,77.3
9.3,84,33,43,60.3
9.1,72,39,45,60.8
7.8,96,69,77,82.1
0.2,88,84,86,71.1
3.3,72,69,99,74.7
6.3,75,52,74,64.0
2.8,50,44,41,40.2
9.1,63,34,44,52.7
6.3,81,69,47,63.1
0.7,100,47,90,69.2
9.1,97,50,92,87.0
9.6,59,32,69,55.6
0.8,50,75,87,64.5
5.3,54,82,58,61.5
3.0,52,49,69,50.3
3.9,98,88,94,81.8
1.8,99,50,70,65.9
5.8,76,80,55,65.2
9.6,100,54,77,78.4
5.0,71,97,61,76.5
0.8,67,39,72,55.7
6.2,65,96,89,77.0
3.4,51,38,61,46.1
8.6,96,58,47,70.4
4.3,62,66,76,59.5
1.9,94,100,51,72.1
1.9,65,67,89,62.8
7.7,57,88,44,67.5
2.7,92,86,64,74.1
7.7,57,89,93,78.9
2.1,59,57,68,54.3
3.2,82,57,52,63.5
4.7,80,75,92,76.4
9.4,61,100,65,81.7
9.3,58,96,61,77.2
2.1,86,84,68,71.6
3.6,58,67,51,58.3
1.5,97,47,87,66.3
5.1,67,92,85,73.9
4.6,79,34,82,61.2
9.0,81,73,67,81.0
9.3,89,58,48,70.7
3.8,72,43,94,62.2
4.9,60,87,49,61.3
9.0,69,73,87,73.2
8.1,68,47,90,66.6
0.0,85,36,81,57.5
3.2,75,91,65,70.1
4.2,59,74,92,69.9
2.3,73,45,75,54.9
2.0,62,93,98,77.1
0.4,95,66,92,74.1
6.4,83,54,79,68.8
2.6,78,38,50,47.0
0.5,85,84,45,63.5
2.3,56,57,43,42.2
8.0,100,38,92,72.5
8.5,79,41,66,64.1
4.8,66,47,94,62.0
4.2,97,85,63,80.5
9.8,62,87,44,69.4
2.0,73,80,89,72.6
2.2,80,61,93,62.2
2.9,76,77,96,68.9
1.7,99,37,42,51.9
3.8,70,59,46,56.5
9.1,93,55,63,70.0
6.2,50,53,61,56.5
4.1,64,56,51,59.0
9.3,52,68,74,66.2
0.5,55,95,56,59.7
2.1,63,80,42,55.7
5.7,87,79,50,69.5
6.2,82,74,45,68.2
0.4,87,62,82,65.8
4.0,57,48,75,55.7
6.5,75,42,56,59.3
7.0,64,51,61,62.8
6.4,63,49,40,55.0
3.2,97,34,83,59.6
0.9,69,61,95,61.5
4.3,97,59,42,65.5
1.3,68,55,55,60.3
9.5,82,33,74,65.2
4.8,85,96,53,70.2
3.2,73,72,88,77.1
7.7,59,59,90,73.2
5.0,99,45,46,65.8
3.1,83,100,65,76.1
8.1,85,68,95,81.7
8.7,96,70,82,82.9
6.7,85,60,87,77.6
0.5,65,78,70,64.9
5.7,64,42,63,56.5
7.6,67,70,58,69.4
1.4,56,57,76,59.1
2.3,96,93,40,72.9
8.8,71,48,64,66.7
0.2,81,54,95,62.4
7.5,92,67,49,69.3
4.7,68,32,57,46.2
4.5,89,31,81,64.1
0.1,50,34,40,35.6
8.2,84,90,68,85.3
3.6,54,49,52,50.7
5.4,99,67,43,67.7
6.8,61,65,96,70.5
7.0,61,75,51,65.1
9.6,70,66,95,79.6
5.3,68,83,87,80.5
4.0,58,50,58,52.6
9.5,92,50,65,74.6
6.4,98,99,83,94.4
3.0,97,89,77,79.1
1.3,85,65,55,59.7
8.4,91,40,83,68.7
3.6,96,60,64,67.2
6.6,100,66,97,85.1
4.7,81,89,95,85.9
2.0,84,90,49,63.3
6.0,80,96,76,78.1
0.6,81,58,67,53.7
4.1,86,96,100,91.2
5.5,81,100,67,79.7
4.4,92,96,64,77.6
7.5,86,45,64,61.1
8.3,88,74,90,83.5
7.7,87,63,51,68.1
0.4,79,73,47,52.6
1.9,81,71,75,66.4
5.4,94,64,97,83.4
9.3,51,59,78,65.7
8.3,100,82,97,94.9
8.4,60,87,63,77.2
3.0,69,57,62,57.0
4.3,86,44,76,64.2
4.7,58,67,50,58.6
1.6,87,79,56,69.2
0.3,98,42,67,63.5
9.5,68,64,95,82.1
2.4,89,53,92,67.0
2.4,56,94,42,63.5
0.8,54,47,41,43.3
9.3,96,87,90,89.8
5.8,91,55,68,66.1
6.7,73,58,96,70.9
9.1,97,73,73,84.0
